date,locale,traffic,conversion
2022-07-01,AU,189,13
2022-07-01,BR,244,11
2022-07-01,CA,183,5
2022-07-01,DE,274,8
2022-07-01,ES,272,4
2022-07-01,FR,250,10
2022-07-01,GB,1351,58
2022-07-01,IN,425,10
2022-07-01,JP,335,22
2022-07-01,TR,302,5
2022-07-01,US,1022,30
2022-07-02,AU,141,1
2022-07-02,BR,156,2
2022-07-02,CA,152,4
2022-07-02,DE,184,0
2022-07-02,ES,200,3
2022-07-02,FR,169,4
2022-07-02,GB,991,23
2022-07-02,IN,350,5
2022-07-02,JP,259,3
2022-07-02,TR,237,2
2022-07-02,US,523,13
2022-07-03,AU,162,8
2022-07-03,BR,164,3
2022-07-03,CA,176,2
2022-07-03,DE,205,1
2022-07-03,ES,165,0
2022-07-03,FR,178,6
2022-07-03,GB,974,32
2022-07-03,IN,327,5
2022-07-03,JP,255,5
2022-07-03,TR,235,1
2022-07-03,US,480,8
2022-07-04,AU,198,14
2022-07-04,BR,276,9
2022-07-04,CA,258,13
2022-07-04,DE,319,10
2022-07-04,ES,294,5
2022-07-04,FR,256,10
2022-07-04,GB,1434,74
2022-07-04,IN,434,14
2022-07-04,JP,332,28
2022-07-04,TR,351,10
2022-07-04,US,642,22
2022-07-05,AU,215,15
2022-07-05,BR,285,13
2022-07-05,CA,260,17
2022-07-05,DE,328,16
2022-07-05,ES,316,11
2022-07-05,FR,277,14
2022-07-05,GB,1904,60
2022-07-05,IN,453,12
2022-07-05,JP,366,34
2022-07-05,TR,342,13
2022-07-05,US,701,43
2022-07-06,AU,196,19
2022-07-06,BR,279,15
2022-07-06,CA,241,16
2022-07-06,DE,335,14
2022-07-06,ES,326,10
2022-07-06,FR,284,7
2022-07-06,GB,1523,76
2022-07-06,IN,447,15
2022-07-06,JP,355,32
2022-07-06,TR,335,4
2022-07-06,US,779,44
2022-07-07,AU,173,14
2022-07-07,BR,249,14
2022-07-07,CA,247,8
2022-07-07,DE,286,14
2022-07-07,ES,315,8
2022-07-07,FR,266,4
2022-07-07,GB,1496,64
2022-07-07,IN,420,10
2022-07-07,JP,334,21
2022-07-07,TR,301,9
2022-07-07,US,755,35
2022-07-08,AU,143,15
2022-07-08,BR,239,10
2022-07-08,CA,195,5
2022-07-08,DE,221,9
2022-07-08,ES,273,9
2022-07-08,FR,273,7
2022-07-08,GB,1240,62
2022-07-08,IN,405,9
2022-07-08,JP,325,20
2022-07-08,TR,291,5
2022-07-08,US,673,29
2022-07-09,AU,114,5
2022-07-09,BR,174,7
2022-07-09,CA,164,5
2022-07-09,DE,182,1
2022-07-09,ES,174,2
2022-07-09,FR,177,3
2022-07-09,GB,978,22
2022-07-09,IN,306,4
2022-07-09,JP,224,9
2022-07-09,TR,198,1
2022-07-09,US,521,19
2022-07-10,AU,136,6
2022-07-10,BR,144,4
2022-07-10,CA,163,5
2022-07-10,DE,179,3
2022-07-10,ES,177,4
2022-07-10,FR,147,3
2022-07-10,GB,887,15
2022-07-10,IN,294,0
2022-07-10,JP,194,6
2022-07-10,TR,203,1
2022-07-10,US,448,4
2022-07-11,AU,156,8
2022-07-11,BR,275,28
2022-07-11,CA,237,19
2022-07-11,DE,249,14
2022-07-11,ES,324,5
2022-07-11,FR,215,8
2022-07-11,GB,1299,57
2022-07-11,IN,411,9
2022-07-11,JP,378,36
2022-07-11,TR,231,0
2022-07-11,US,693,49
2022-07-12,AU,186,13
2022-07-12,BR,250,17
2022-07-12,CA,245,18
2022-07-12,DE,283,9
2022-07-12,ES,339,14
2022-07-12,FR,256,11
2022-07-12,GB,1414,58
2022-07-12,IN,454,5
2022-07-12,JP,349,31
2022-07-12,TR,266,2
2022-07-12,US,725,46
2022-07-13,AU,180,19
2022-07-13,BR,287,11
2022-07-13,CA,253,13
2022-07-13,DE,270,11
2022-07-13,ES,307,6
2022-07-13,FR,228,11
2022-07-13,GB,1375,50
2022-07-13,IN,412,4
2022-07-13,JP,332,25
2022-07-13,TR,284,11
2022-07-13,US,673,34
2022-07-14,AU,212,12
2022-07-14,BR,255,14
2022-07-14,CA,225,17
2022-07-14,DE,281,6
2022-07-14,ES,283,7
2022-07-14,FR,207,4
2022-07-14,GB,1363,57
2022-07-14,IN,458,8
2022-07-14,JP,330,23
2022-07-14,TR,336,4
2022-07-14,US,714,28
2022-07-15,AU,152,11
2022-07-15,BR,210,15
2022-07-15,CA,227,8
2022-07-15,DE,234,4
2022-07-15,ES,245,4
2022-07-15,FR,199,10
2022-07-15,GB,1237,54
2022-07-15,IN,385,5
2022-07-15,JP,303,23
2022-07-15,TR,292,1
2022-07-15,US,635,31
2022-07-16,AU,137,5
2022-07-16,BR,150,2
2022-07-16,CA,175,5
2022-07-16,DE,148,1
2022-07-16,ES,205,2
2022-07-16,FR,193,2
2022-07-16,GB,956,21
2022-07-16,IN,321,4
2022-07-16,JP,195,7
2022-07-16,TR,227,0
2022-07-16,US,533,10
2022-07-17,AU,130,4
2022-07-17,BR,161,3
2022-07-17,CA,149,4
2022-07-17,DE,200,3
2022-07-17,ES,154,0
2022-07-17,FR,179,3
2022-07-17,GB,960,11
2022-07-17,IN,316,3
2022-07-17,JP,222,10
2022-07-17,TR,230,0
2022-07-17,US,520,10
2022-07-18,AU,173,20
2022-07-18,BR,266,22
2022-07-18,CA,254,20
2022-07-18,DE,267,18
2022-07-18,ES,278,7
2022-07-18,FR,231,15
2022-07-18,GB,1383,80
2022-07-18,IN,421,9
2022-07-18,JP,305,19
2022-07-18,TR,350,12
2022-07-18,US,770,44
2022-07-19,AU,189,15
2022-07-19,BR,301,12
2022-07-19,CA,236,10
2022-07-19,DE,327,10
2022-07-19,ES,281,3
2022-07-19,FR,256,9
2022-07-19,GB,1323,50
2022-07-19,IN,471,6
2022-07-19,JP,368,24
2022-07-19,TR,355,12
2022-07-19,US,725,36
2022-07-20,AU,194,10
2022-07-20,BR,308,18
2022-07-20,CA,215,9
2022-07-20,DE,267,5
2022-07-20,ES,286,4
2022-07-20,FR,250,8
2022-07-20,GB,1351,51
2022-07-20,IN,415,12
2022-07-20,JP,350,30
2022-07-20,TR,366,13
2022-07-20,US,669,47
2022-07-21,AU,173,20
2022-07-21,BR,278,17
2022-07-21,CA,257,10
2022-07-21,DE,233,11
2022-07-21,ES,257,9
2022-07-21,FR,231,7
2022-07-21,GB,1365,57
2022-07-21,IN,440,7
2022-07-21,JP,308,28
2022-07-21,TR,330,10
2022-07-21,US,645,43
2022-07-22,AU,162,20
2022-07-22,BR,258,17
2022-07-22,CA,233,9
2022-07-22,DE,246,11
2022-07-22,ES,242,2
2022-07-22,FR,237,11
2022-07-22,GB,1222,62
2022-07-22,IN,426,15
2022-07-22,JP,351,28
2022-07-22,TR,301,9
2022-07-22,US,594,38
2022-07-23,AU,126,6
2022-07-23,BR,171,4
2022-07-23,CA,167,1
2022-07-23,DE,177,0
2022-07-23,ES,158,2
2022-07-23,FR,170,0
2022-07-23,GB,902,26
2022-07-23,IN,324,6
2022-07-23,JP,252,12
2022-07-23,TR,233,0
2022-07-23,US,478,12
2022-07-24,AU,108,7
2022-07-24,BR,159,5
2022-07-24,CA,180,3
2022-07-24,DE,201,3
2022-07-24,ES,167,3
2022-07-24,FR,176,2
2022-07-24,GB,948,34
2022-07-24,IN,322,7
2022-07-24,JP,244,15
2022-07-24,TR,234,0
2022-07-24,US,419,8
2022-07-25,AU,171,19
2022-07-25,BR,283,26
2022-07-25,CA,234,25
2022-07-25,DE,315,14
2022-07-25,ES,262,9
2022-07-25,FR,233,17
2022-07-25,GB,1793,77
2022-07-25,IN,442,15
2022-07-25,JP,360,28
2022-07-25,TR,362,22
2022-07-25,US,642,59
2022-07-26,AU,163,14
2022-07-26,BR,285,17
2022-07-26,CA,272,14
2022-07-26,DE,299,14
2022-07-26,ES,259,7
2022-07-26,FR,253,16
2022-07-26,GB,1451,70
2022-07-26,IN,432,16
2022-07-26,JP,340,30
2022-07-26,TR,320,12
2022-07-26,US,707,40
2022-07-27,AU,187,13
2022-07-27,BR,268,20
2022-07-27,CA,235,10
2022-07-27,DE,307,20
2022-07-27,ES,261,7
2022-07-27,FR,227,11
2022-07-27,GB,1509,72
2022-07-27,IN,433,5
2022-07-27,JP,338,28
2022-07-27,TR,320,11
2022-07-27,US,697,43
2022-07-28,AU,184,17
2022-07-28,BR,306,19
2022-07-28,CA,271,12
2022-07-28,DE,284,9
2022-07-28,ES,298,7
2022-07-28,FR,260,9
2022-07-28,GB,1442,56
2022-07-28,IN,454,20
2022-07-28,JP,344,27
2022-07-28,TR,316,14
2022-07-28,US,679,42
2022-07-29,AU,167,10
2022-07-29,BR,306,18
2022-07-29,CA,222,7
2022-07-29,DE,254,10
2022-07-29,ES,237,4
2022-07-29,FR,244,16
2022-07-29,GB,1388,63
2022-07-29,IN,420,16
2022-07-29,JP,365,25
2022-07-29,TR,328,9
2022-07-29,US,678,33
2022-07-30,AU,123,2
2022-07-30,BR,209,1
2022-07-30,CA,208,2
2022-07-30,DE,174,4
2022-07-30,ES,168,4
2022-07-30,FR,187,1
2022-07-30,GB,1069,21
2022-07-30,IN,361,5
2022-07-30,JP,238,11
2022-07-30,TR,233,0
2022-07-30,US,536,13
2022-07-31,AU,150,16
2022-07-31,BR,185,5
2022-07-31,CA,186,3
2022-07-31,DE,170,1
2022-07-31,ES,186,2
2022-07-31,FR,163,2
2022-07-31,GB,1090,23
2022-07-31,IN,341,2
2022-07-31,JP,275,10
2022-07-31,TR,235,1
2022-07-31,US,483,1
2022-08-01,AU,185,21
2022-08-01,BR,267,20
2022-08-01,CA,247,11
2022-08-01,DE,316,23
2022-08-01,ES,288,11
2022-08-01,FR,255,9
2022-08-01,GB,1608,87
2022-08-01,IN,455,11
2022-08-01,JP,400,37
2022-08-01,TR,370,13
2022-08-01,US,647,50
2022-08-02,AU,185,14
2022-08-02,BR,281,26
2022-08-02,CA,274,33
2022-08-02,DE,300,18
2022-08-02,ES,311,15
2022-08-02,FR,273,15
2022-08-02,GB,1584,71
2022-08-02,IN,520,21
2022-08-02,JP,386,45
2022-08-02,TR,410,18
2022-08-02,US,661,47
2022-08-03,AU,196,21
2022-08-03,BR,284,19
2022-08-03,CA,269,17
2022-08-03,DE,265,13
2022-08-03,ES,310,11
2022-08-03,FR,276,17
2022-08-03,GB,1494,70
2022-08-03,IN,472,14
2022-08-03,JP,353,24
2022-08-03,TR,339,5
2022-08-03,US,666,39
2022-08-04,AU,159,15
2022-08-04,BR,264,14
2022-08-04,CA,224,13
2022-08-04,DE,255,9
2022-08-04,ES,293,7
2022-08-04,FR,238,14
2022-08-04,GB,1384,76
2022-08-04,IN,452,14
2022-08-04,JP,331,19
2022-08-04,TR,336,4
2022-08-04,US,954,43
2022-08-05,AU,172,11
2022-08-05,BR,240,19
2022-08-05,CA,249,17
2022-08-05,DE,218,10
2022-08-05,ES,254,8
2022-08-05,FR,246,14
2022-08-05,GB,1307,69
2022-08-05,IN,437,18
2022-08-05,JP,294,17
2022-08-05,TR,290,6
2022-08-05,US,532,28
2022-08-06,AU,116,6
2022-08-06,BR,152,4
2022-08-06,CA,192,3
2022-08-06,DE,170,5
2022-08-06,ES,202,4
2022-08-06,FR,192,3
2022-08-06,GB,949,30
2022-08-06,IN,324,7
2022-08-06,JP,229,10
2022-08-06,TR,217,3
2022-08-06,US,400,12
2022-08-07,AU,105,10
2022-08-07,BR,203,1
2022-08-07,CA,156,1
2022-08-07,DE,190,6
2022-08-07,ES,186,3
2022-08-07,FR,157,2
2022-08-07,GB,947,22
2022-08-07,IN,311,6
2022-08-07,JP,243,10
2022-08-07,TR,201,0
2022-08-07,US,407,13
2022-08-08,AU,202,18
2022-08-08,BR,311,19
2022-08-08,CA,224,18
2022-08-08,DE,320,18
2022-08-08,ES,233,10
2022-08-08,FR,251,12
2022-08-08,GB,1388,87
2022-08-08,IN,499,22
2022-08-08,JP,309,34
2022-08-08,TR,392,15
2022-08-08,US,597,51
2022-08-09,AU,179,21
2022-08-09,BR,281,23
2022-08-09,CA,252,15
2022-08-09,DE,246,12
2022-08-09,ES,258,10
2022-08-09,FR,257,9
2022-08-09,GB,1450,66
2022-08-09,IN,523,7
2022-08-09,JP,320,40
2022-08-09,TR,350,10
2022-08-09,US,671,41
2022-08-10,AU,200,21
2022-08-10,BR,289,11
2022-08-10,CA,264,8
2022-08-10,DE,271,12
2022-08-10,ES,197,11
2022-08-10,FR,256,9
2022-08-10,GB,1353,70
2022-08-10,IN,441,21
2022-08-10,JP,305,18
2022-08-10,TR,355,11
2022-08-10,US,593,38
2022-08-11,AU,118,22
2022-08-11,BR,138,17
2022-08-11,CA,138,10
2022-08-11,DE,152,10
2022-08-11,ES,125,8
2022-08-11,FR,142,8
2022-08-11,GB,832,59
2022-08-11,IN,263,14
2022-08-11,JP,205,16
2022-08-11,TR,194,8
2022-08-11,US,418,42
2022-08-12,AU,190,23
2022-08-12,BR,214,14
2022-08-12,CA,215,12
2022-08-12,DE,193,9
2022-08-12,ES,231,8
2022-08-12,FR,215,9
2022-08-12,GB,1144,39
2022-08-12,IN,373,12
2022-08-12,JP,315,28
2022-08-12,TR,327,7
2022-08-12,US,529,29
2022-08-13,AU,145,8
2022-08-13,BR,145,3
2022-08-13,CA,148,3
2022-08-13,DE,182,2
2022-08-13,ES,152,3
2022-08-13,FR,151,2
2022-08-13,GB,885,16
2022-08-13,IN,297,8
2022-08-13,JP,213,9
2022-08-13,TR,229,0
2022-08-13,US,478,17
2022-08-14,AU,131,9
2022-08-14,BR,155,2
2022-08-14,CA,162,4
2022-08-14,DE,181,3
2022-08-14,ES,136,1
2022-08-14,FR,152,5
2022-08-14,GB,918,26
2022-08-14,IN,265,1
2022-08-14,JP,245,6
2022-08-14,TR,256,0
2022-08-14,US,402,8
2022-08-15,AU,308,15
2022-08-15,BR,251,20
2022-08-15,CA,222,17
2022-08-15,DE,314,7
2022-08-15,ES,198,8
2022-08-15,FR,230,14
2022-08-15,GB,1335,73
2022-08-15,IN,364,11
2022-08-15,JP,276,25
2022-08-15,TR,352,16
2022-08-15,US,556,26
2022-08-16,AU,201,10
2022-08-16,BR,271,24
2022-08-16,CA,210,12
2022-08-16,DE,283,18
2022-08-16,ES,258,11
2022-08-16,FR,287,21
2022-08-16,GB,1389,73
2022-08-16,IN,453,2
2022-08-16,JP,374,27
2022-08-16,TR,320,6
2022-08-16,US,614,27
2022-08-17,AU,178,17
2022-08-17,BR,254,14
2022-08-17,CA,276,17
2022-08-17,DE,258,11
2022-08-17,ES,260,3
2022-08-17,FR,274,12
2022-08-17,GB,1271,59
2022-08-17,IN,440,19
2022-08-17,JP,323,30
2022-08-17,TR,311,11
2022-08-17,US,591,43
2022-08-18,AU,169,10
2022-08-18,BR,282,22
2022-08-18,CA,251,17
2022-08-18,DE,272,11
2022-08-18,ES,262,6
2022-08-18,FR,272,10
2022-08-18,GB,1291,63
2022-08-18,IN,375,14
2022-08-18,JP,372,33
2022-08-18,TR,293,8
2022-08-18,US,567,34
2022-08-19,AU,148,16
2022-08-19,BR,203,13
2022-08-19,CA,209,24
2022-08-19,DE,244,9
2022-08-19,ES,292,7
2022-08-19,FR,225,15
2022-08-19,GB,1268,44
2022-08-19,IN,369,5
2022-08-19,JP,320,24
2022-08-19,TR,316,5
2022-08-19,US,585,25
2022-08-20,AU,113,6
2022-08-20,BR,151,9
2022-08-20,CA,159,1
2022-08-20,DE,177,0
2022-08-20,ES,170,1
2022-08-20,FR,180,0
2022-08-20,GB,947,24
2022-08-20,IN,316,9
2022-08-20,JP,255,5
2022-08-20,TR,234,1
2022-08-20,US,480,10
2022-08-21,AU,136,9
2022-08-21,BR,146,2
2022-08-21,CA,169,2
2022-08-21,DE,182,5
2022-08-21,ES,149,1
2022-08-21,FR,166,3
2022-08-21,GB,969,23
2022-08-21,IN,328,6
2022-08-21,JP,219,6
2022-08-21,TR,240,0
2022-08-21,US,421,7
2022-08-22,AU,195,22
2022-08-22,BR,250,20
2022-08-22,CA,279,29
2022-08-22,DE,256,10
2022-08-22,ES,271,13
2022-08-22,FR,270,16
2022-08-22,GB,1429,68
2022-08-22,IN,429,17
2022-08-22,JP,383,35
2022-08-22,TR,346,15
2022-08-22,US,653,36
2022-08-23,AU,199,20
2022-08-23,BR,305,21
2022-08-23,CA,232,18
2022-08-23,DE,303,6
2022-08-23,ES,320,7
2022-08-23,FR,280,12
2022-08-23,GB,1468,72
2022-08-23,IN,448,11
2022-08-23,JP,422,34
2022-08-23,TR,346,8
2022-08-23,US,692,26
2022-08-24,AU,178,17
2022-08-24,BR,293,11
2022-08-24,CA,252,10
2022-08-24,DE,288,12
2022-08-24,ES,289,10
2022-08-24,FR,300,13
2022-08-24,GB,1381,66
2022-08-24,IN,424,18
2022-08-24,JP,389,34
2022-08-24,TR,298,5
2022-08-24,US,642,36
2022-08-25,AU,187,14
2022-08-25,BR,241,14
2022-08-25,CA,263,19
2022-08-25,DE,267,12
2022-08-25,ES,255,10
2022-08-25,FR,274,10
2022-08-25,GB,1534,83
2022-08-25,IN,397,14
2022-08-25,JP,361,36
2022-08-25,TR,311,11
2022-08-25,US,622,28
2022-08-26,AU,198,13
2022-08-26,BR,238,13
2022-08-26,CA,215,12
2022-08-26,DE,246,7
2022-08-26,ES,226,4
2022-08-26,FR,238,9
2022-08-26,GB,1334,78
2022-08-26,IN,378,12
2022-08-26,JP,344,31
2022-08-26,TR,313,11
2022-08-26,US,603,40
2022-08-27,AU,123,8
2022-08-27,BR,161,2
2022-08-27,CA,157,8
2022-08-27,DE,170,8
2022-08-27,ES,162,0
2022-08-27,FR,201,3
2022-08-27,GB,959,23
2022-08-27,IN,356,1
2022-08-27,JP,232,10
2022-08-27,TR,217,3
2022-08-27,US,382,13
2022-08-28,AU,130,10
2022-08-28,BR,164,3
2022-08-28,CA,177,5
2022-08-28,DE,195,6
2022-08-28,ES,175,5
2022-08-28,FR,189,3
2022-08-28,GB,1011,20
2022-08-28,IN,298,3
2022-08-28,JP,230,6
2022-08-28,TR,225,0
2022-08-28,US,437,13
2022-08-29,AU,197,22
2022-08-29,BR,305,33
2022-08-29,CA,212,18
2022-08-29,DE,333,15
2022-08-29,ES,267,8
2022-08-29,FR,264,23
2022-08-29,GB,1439,72
2022-08-29,IN,408,17
2022-08-29,JP,386,40
2022-08-29,TR,333,17
2022-08-29,US,639,51
2022-08-30,AU,178,17
2022-08-30,BR,318,20
2022-08-30,CA,265,19
2022-08-30,DE,325,11
2022-08-30,ES,270,6
2022-08-30,FR,307,16
2022-08-30,GB,1501,66
2022-08-30,IN,459,10
2022-08-30,JP,390,36
2022-08-30,TR,349,2
2022-08-30,US,688,30
2022-08-31,AU,201,20
2022-08-31,BR,321,15
2022-08-31,CA,232,18
2022-08-31,DE,305,15
2022-08-31,ES,290,10
2022-08-31,FR,285,12
2022-08-31,GB,1452,67
2022-08-31,IN,399,5
2022-08-31,JP,369,39
2022-08-31,TR,351,23
2022-08-31,US,607,38
2022-09-01,AU,212,18
2022-09-01,BR,265,16
2022-09-01,CA,263,25
2022-09-01,DE,274,17
2022-09-01,ES,270,5
2022-09-01,FR,284,14
2022-09-01,GB,1568,64
2022-09-01,IN,447,13
2022-09-01,JP,488,30
2022-09-01,TR,353,6
2022-09-01,US,1001,38
2022-09-02,AU,176,15
2022-09-02,BR,220,16
2022-09-02,CA,240,13
2022-09-02,DE,229,13
2022-09-02,ES,269,5
2022-09-02,FR,287,17
2022-09-02,GB,1296,56
2022-09-02,IN,460,13
2022-09-02,JP,458,25
2022-09-02,TR,303,11
2022-09-02,US,628,40
2022-09-03,AU,123,9
2022-09-03,BR,142,4
2022-09-03,CA,163,1
2022-09-03,DE,164,4
2022-09-03,ES,173,7
2022-09-03,FR,183,4
2022-09-03,GB,1027,32
2022-09-03,IN,321,3
2022-09-03,JP,311,17
2022-09-03,TR,225,0
2022-09-03,US,455,23
2022-09-04,AU,135,11
2022-09-04,BR,176,4
2022-09-04,CA,153,5
2022-09-04,DE,199,3
2022-09-04,ES,158,2
2022-09-04,FR,188,2
2022-09-04,GB,968,20
2022-09-04,IN,276,3
2022-09-04,JP,274,11
2022-09-04,TR,225,1
2022-09-04,US,400,7
2022-09-05,AU,218,17
2022-09-05,BR,313,25
2022-09-05,CA,188,11
2022-09-05,DE,295,12
2022-09-05,ES,271,8
2022-09-05,FR,252,10
2022-09-05,GB,1451,79
2022-09-05,IN,387,15
2022-09-05,JP,378,36
2022-09-05,TR,322,12
2022-09-05,US,518,29
2022-09-06,AU,225,16
2022-09-06,BR,261,15
2022-09-06,CA,253,20
2022-09-06,DE,327,12
2022-09-06,ES,298,13
2022-09-06,FR,262,26
2022-09-06,GB,1457,74
2022-09-06,IN,409,17
2022-09-06,JP,454,26
2022-09-06,TR,301,11
2022-09-06,US,653,52
2022-09-07,AU,203,24
2022-09-07,BR,187,7
2022-09-07,CA,233,12
2022-09-07,DE,237,6
2022-09-07,ES,268,3
2022-09-07,FR,283,6
2022-09-07,GB,1425,65
2022-09-07,IN,398,10
2022-09-07,JP,501,39
2022-09-07,TR,320,6
2022-09-07,US,689,44
2022-09-08,AU,195,21
2022-09-08,BR,282,22
2022-09-08,CA,212,20
2022-09-08,DE,325,11
2022-09-08,ES,234,4
2022-09-08,FR,247,7
2022-09-08,GB,1421,65
2022-09-08,IN,372,8
2022-09-08,JP,509,47
2022-09-08,TR,289,12
2022-09-08,US,602,50
2022-09-09,AU,174,10
2022-09-09,BR,257,18
2022-09-09,CA,201,12
2022-09-09,DE,211,7
2022-09-09,ES,224,6
2022-09-09,FR,224,16
2022-09-09,GB,1437,61
2022-09-09,IN,364,12
2022-09-09,JP,366,24
2022-09-09,TR,252,10
2022-09-09,US,626,34
2022-09-10,AU,127,7
2022-09-10,BR,165,5
2022-09-10,CA,153,3
2022-09-10,DE,170,3
2022-09-10,ES,151,1
2022-09-10,FR,207,3
2022-09-10,GB,1014,29
2022-09-10,IN,313,1
2022-09-10,JP,293,13
2022-09-10,TR,208,1
2022-09-10,US,486,14
2022-09-11,AU,135,18
2022-09-11,BR,148,3
2022-09-11,CA,158,6
2022-09-11,DE,206,2
2022-09-11,ES,163,0
2022-09-11,FR,162,3
2022-09-11,GB,819,21
2022-09-11,IN,272,2
2022-09-11,JP,273,9
2022-09-11,TR,209,2
2022-09-11,US,408,7
2022-09-12,AU,188,13
2022-09-12,BR,284,22
2022-09-12,CA,210,23
2022-09-12,DE,315,20
2022-09-12,ES,270,5
2022-09-12,FR,267,12
2022-09-12,GB,1314,72
2022-09-12,IN,375,17
2022-09-12,JP,387,44
2022-09-12,TR,304,25
2022-09-12,US,614,40
2022-09-13,AU,192,15
2022-09-13,BR,266,15
2022-09-13,CA,194,16
2022-09-13,DE,316,12
2022-09-13,ES,235,8
2022-09-13,FR,269,10
2022-09-13,GB,1339,65
2022-09-13,IN,389,10
2022-09-13,JP,446,41
2022-09-13,TR,330,8
2022-09-13,US,655,29
2022-09-14,AU,203,17
2022-09-14,BR,279,8
2022-09-14,CA,244,12
2022-09-14,DE,292,15
2022-09-14,ES,265,12
2022-09-14,FR,278,12
2022-09-14,GB,1407,62
2022-09-14,IN,406,8
2022-09-14,JP,414,48
2022-09-14,TR,363,11
2022-09-14,US,615,31
2022-09-15,AU,221,16
2022-09-15,BR,248,18
2022-09-15,CA,210,22
2022-09-15,DE,252,8
2022-09-15,ES,254,13
2022-09-15,FR,262,11
2022-09-15,GB,1404,57
2022-09-15,IN,387,9
2022-09-15,JP,375,24
2022-09-15,TR,310,9
2022-09-15,US,613,30
2022-09-16,AU,183,9
2022-09-16,BR,221,9
2022-09-16,CA,209,13
2022-09-16,DE,258,11
2022-09-16,ES,288,5
2022-09-16,FR,270,5
2022-09-16,GB,1381,56
2022-09-16,IN,412,8
2022-09-16,JP,337,28
2022-09-16,TR,280,11
2022-09-16,US,1044,33
2022-09-17,AU,160,5
2022-09-17,BR,165,3
2022-09-17,CA,151,6
2022-09-17,DE,188,1
2022-09-17,ES,171,3
2022-09-17,FR,183,4
2022-09-17,GB,966,23
2022-09-17,IN,316,0
2022-09-17,JP,211,4
2022-09-17,TR,237,1
2022-09-17,US,475,7
2022-09-18,AU,148,13
2022-09-18,BR,159,2
2022-09-18,CA,173,5
2022-09-18,DE,207,3
2022-09-18,ES,191,2
2022-09-18,FR,214,1
2022-09-18,GB,905,29
2022-09-18,IN,302,4
2022-09-18,JP,281,7
2022-09-18,TR,237,1
2022-09-18,US,464,8
2022-09-19,AU,232,22
2022-09-19,BR,288,22
2022-09-19,CA,246,12
2022-09-19,DE,306,20
2022-09-19,ES,267,8
2022-09-19,FR,276,27
2022-09-19,GB,1272,57
2022-09-19,IN,453,7
2022-09-19,JP,325,30
2022-09-19,TR,336,10
2022-09-19,US,641,45
2022-09-20,AU,236,14
2022-09-20,BR,263,19
2022-09-20,CA,238,17
2022-09-20,DE,295,17
2022-09-20,ES,281,8
2022-09-20,FR,314,15
2022-09-20,GB,1351,64
2022-09-20,IN,437,16
2022-09-20,JP,392,45
2022-09-20,TR,358,14
2022-09-20,US,608,34
2022-09-21,AU,242,19
2022-09-21,BR,334,17
2022-09-21,CA,250,5
2022-09-21,DE,265,10
2022-09-21,ES,286,5
2022-09-21,FR,269,10
2022-09-21,GB,1385,65
2022-09-21,IN,429,9
2022-09-21,JP,369,28
2022-09-21,TR,321,11
2022-09-21,US,641,27
2022-09-22,AU,224,16
2022-09-22,BR,290,12
2022-09-22,CA,199,8
2022-09-22,DE,274,7
2022-09-22,ES,320,8
2022-09-22,FR,303,14
2022-09-22,GB,1406,58
2022-09-22,IN,421,7
2022-09-22,JP,400,30
2022-09-22,TR,317,10
2022-09-22,US,654,30
2022-09-23,AU,231,15
2022-09-23,BR,251,20
2022-09-23,CA,239,12
2022-09-23,DE,236,13
2022-09-23,ES,288,10
2022-09-23,FR,229,10
2022-09-23,GB,1460,58
2022-09-23,IN,420,9
2022-09-23,JP,333,21
2022-09-23,TR,323,9
2022-09-23,US,661,30
2022-09-24,AU,163,4
2022-09-24,BR,175,3
2022-09-24,CA,180,4
2022-09-24,DE,190,4
2022-09-24,ES,217,2
2022-09-24,FR,188,6
2022-09-24,GB,1114,17
2022-09-24,IN,336,2
2022-09-24,JP,301,14
2022-09-24,TR,264,1
2022-09-24,US,526,6
2022-09-25,AU,161,5
2022-09-25,BR,155,3
2022-09-25,CA,173,3
2022-09-25,DE,216,4
2022-09-25,ES,190,0
2022-09-25,FR,173,7
2022-09-25,GB,1055,33
2022-09-25,IN,324,1
2022-09-25,JP,267,12
2022-09-25,TR,272,1
2022-09-25,US,520,9
2022-09-26,AU,361,29
2022-09-26,BR,324,21
2022-09-26,CA,239,19
2022-09-26,DE,313,21
2022-09-26,ES,384,9
2022-09-26,FR,264,17
2022-09-26,GB,1793,87
2022-09-26,IN,477,8
2022-09-26,JP,438,65
2022-09-26,TR,370,16
2022-09-26,US,815,45
2022-09-27,AU,281,15
2022-09-27,BR,280,20
2022-09-27,CA,246,18
2022-09-27,DE,289,17
2022-09-27,ES,338,11
2022-09-27,FR,295,18
2022-09-27,GB,1732,79
2022-09-27,IN,446,9
2022-09-27,JP,411,19
2022-09-27,TR,351,12
2022-09-27,US,709,42
2022-09-28,AU,259,21
2022-09-28,BR,306,19
2022-09-28,CA,241,10
2022-09-28,DE,322,15
2022-09-28,ES,323,7
2022-09-28,FR,311,14
2022-09-28,GB,1644,63
2022-09-28,IN,454,14
2022-09-28,JP,420,24
2022-09-28,TR,341,13
2022-09-28,US,707,47
2022-09-29,AU,235,18
2022-09-29,BR,261,12
2022-09-29,CA,243,15
2022-09-29,DE,303,17
2022-09-29,ES,301,7
2022-09-29,FR,271,8
2022-09-29,GB,1684,68
2022-09-29,IN,536,8
2022-09-29,JP,369,24
2022-09-29,TR,320,9
